Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Average_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Customer_Activity_Level,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Preferred_Shopping_Channel_Store,Preferred_Shopping_Channel_Web,Product_Preference_Fruit,Product_Preference_Gold,Product_Preference_Meat,Product_Preference_Sweet,Product_Preference_Wine
1987,17323.0,0,0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,39,14,0,2,46,5,0,9.2,9,0.2,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1946,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,80,14,0,1,1315,26,3,50.57692307692308,10,0.038461538461538464,29,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1980,41850.0,1,1,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,46,14,2,4,96,9,0,10.666666666666666,11,0.3333333333333333,17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1946,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,80,14,0,2,317,13,0,24.384615384615383,11,0.15384615384615385,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1949,76995.0,0,1,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,77,13,1,3,1782,26,1,68.53846153846153,16,0.07692307692307693,31,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1985,33812.0,1,0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,41,14,1,2,133,8,0,16.625,8,0.25,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1982,37040.0,0,0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,44,14,0,2,316,12,0,26.333333333333332,12,0.08333333333333333,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1979,2447.0,1,0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,47,13,1,3,1730,43,0,40.23255813953488,1,0.3488372093023256,44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1949,58607.0,0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,77,14,1,3,972,17,1,57.1764705882353,10,0.17647058823529413,25,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1954,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,72,12,1,3,544,20,0,27.2,10,0.15,24,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1951,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,75,13,1,3,444,20,0,22.2,15,0.35,28,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1969,18589.0,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,57,13,0,1,75,8,0,9.375,9,0.25,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1976,53359.0,1,1,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,50,13,2,4,257,14,0,18.357142857142858,12,0.2857142857142857,21,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1986,,1,0,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,40,13,1,2,637,27,0,23.59259259259259,28,0.0,28,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1989,38360.0,1,0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,37,13,1,3,131,9,0,14.555555555555555,5,0.2222222222222222,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1965,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,61,13,0,2,1672,26,1,64.3076923076923,8,0.038461538461538464,28,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1989,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,37,12,0,1,30,8,0,3.75,8,0.25,13,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1963,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,63,13,0,2,318,11,0,28.90909090909091,5,0.09090909090909091,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1970,40548.0,0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,56,14,1,3,120,9,1,13.333333333333334,7,0.2222222222222222,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1952,46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,74,14,2,3,302,17,1,17.764705882352942,10,0.35294117647058826,23,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1946,68657.0,0,0,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,80,13,0,2,1196,18,0,66.44444444444444,10,0.05555555555555555,25,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1951,49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,75,13,2,3,65,6,0,10.833333333333334,9,0.16666666666666666,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1970,67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,56,13,1,3,913,28,0,32.607142857142854,7,0.17857142857142858,30,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1976,23718.0,1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,50,13,1,3,81,9,0,9.0,10,0.3333333333333333,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1973,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,53,12,1,2,67,7,0,9.571428571428571,6,0.2857142857142857,12,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1943,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,83,13,0,1,902,24,2,37.583333333333336,13,0.08333333333333333,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1980,80011.0,0,1,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,46,13,1,3,1395,21,0,66.42857142857143,12,0.09523809523809523,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1985,20559.0,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,41,13,1,3,53,7,0,7.571428571428571,10,0.2857142857142857,15,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1957,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,69,14,1,3,22,4,0,5.5,5,0.25,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1959,,0,0,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,67,13,0,1,186,9,0,20.666666666666668,3,0.1111111111111111,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1975,7500.0,1,0,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,51,13,1,3,31,8,0,3.875,7,0.375,13,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1976,79941.0,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,50,12,0,1,984,16,0,61.5,3,0.0625,17,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1996,7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,30,14,0,2,122,10,1,12.2,12,0.3,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1968,41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,58,13,1,3,55,5,0,11.0,12,0.2,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1951,,2,1,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,75,12,3,4,124,10,0,12.4,8,0.3,16,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1954,72550.0,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,72,14,2,4,1319,28,0,47.107142857142854,13,0.32142857142857145,36,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1957,65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,69,12,1,2,507,17,0,29.823529411764707,6,0.058823529411764705,19,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1964,79143.0,0,0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,62,14,0,2,1693,29,0,58.37931034482759,9,0.034482758620689655,32,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1977,35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,49,13,1,2,72,7,0,10.285714285714286,9,0.2857142857142857,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1977,82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,49,12,0,1,1617,21,3,77.0,5,0.047619047619047616,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1978,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,48,13,2,4,606,23,0,26.347826086956523,7,0.30434782608695654,26,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1955,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,71,14,0,2,1957,27,2,72.48148148148148,4,0.037037037037037035,28,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1966,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,60,13,0,1,1093,21,1,52.04761904761905,8,0.047619047619047616,24,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1988,27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,38,12,1,2,29,6,0,4.833333333333333,4,0.16666666666666666,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1982,,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,44,13,1,2,46,7,0,6.571428571428571,8,0.2857142857142857,13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1968,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,58,12,1,3,518,19,0,27.263157894736842,15,0.15789473684210525,26,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1982,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,44,13,0,1,1438,21,3,68.47619047619048,4,0.047619047619047616,22,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1975,66653.0,1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,51,14,2,4,612,22,0,27.818181818181817,7,0.18181818181818182,25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1952,61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,74,13,1,2,884,24,0,36.833333333333336,15,0.16666666666666666,31,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1951,67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,75,13,1,2,606,19,0,31.894736842105264,12,0.05263157894736842,24,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1948,70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,78,13,0,2,1076,16,0,67.25,11,0.0625,20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1971,25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,55,13,1,3,34,5,1,6.8,8,0.2,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1967,32474.0,1,1,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,59,12,2,4,11,4,0,2.75,8,0.25,11,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1979,88194.0,0,1,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,47,12,1,2,1274,32,3,39.8125,16,0.03125,37,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1958,69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,68,13,1,3,653,18,0,36.27777777777778,9,0.05555555555555555,22,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1970,74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,56,13,3,5,1562,19,0,82.21052631578948,7,0.3684210526315789,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1954,66991.0,0,0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,72,14,0,2,1253,21,0,59.666666666666664,7,0.14285714285714285,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1973,,1,0,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,53,14,1,3,109,9,0,12.11111111111111,11,0.3333333333333333,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1959,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,67,13,1,3,863,30,0,28.766666666666666,17,0.13333333333333333,37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1975,60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,51,13,2,4,661,24,1,27.541666666666668,16,0.20833333333333334,31,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1952,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,74,12,0,2,65,8,0,8.125,4,0.125,10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1977,40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,49,14,1,2,13,4,0,3.25,7,0.25,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1972,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,54,14,0,2,1890,19,1,99.47368421052632,12,0.05263157894736842,24,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1976,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,50,14,0,1,2209,22,2,100.4090909090909,9,0.0,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1976,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,50,13,0,2,18,4,0,4.5,3,0.25,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1965,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,61,13,0,2,692,21,2,32.95238095238095,18,0.09523809523809523,29,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1985,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,41,14,1,2,165,12,0,13.75,11,0.3333333333333333,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1969,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,57,13,1,3,16,4,0,4.0,8,0.25,11,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1973,23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,53,13,1,3,79,9,0,8.777777777777779,10,0.3333333333333333,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1963,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,63,13,0,2,318,11,0,28.90909090909091,5,0.09090909090909091,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1987,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,39,12,0,1,778,27,0,28.814814814814813,4,0.037037037037037035,28,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1960,29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,66,13,2,4,56,7,0,8.0,8,0.2857142857142857,14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1970,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,56,13,2,4,151,13,1,11.615384615384615,10,0.38461538461538464,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1957,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,69,12,1,2,372,17,3,21.88235294117647,13,0.23529411764705882,24,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1973,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,53,12,0,2,1366,19,1,71.89473684210526,7,0.05263157894736842,21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1967,54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,59,12,1,3,194,10,0,19.4,4,0.1,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1957,,2,1,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,69,14,3,5,603,29,0,20.79310344827586,16,0.41379310344827586,38,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1957,,1,1,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,69,12,2,3,18,4,0,4.5,8,0.25,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1973,,0,0,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,53,13,0,2,985,15,0,65.66666666666667,3,0.06666666666666667,16,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1972,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,54,12,1,2,32,5,0,6.4,8,0.2,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1970,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,56,12,1,3,43,10,0,4.3,8,0.3,15,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1983,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,43,12,1,3,45,6,0,7.5,8,0.16666666666666666,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1960,47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,66,14,1,2,606,22,1,27.545454545454547,13,0.22727272727272727,28,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1972,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,54,13,2,3,63,7,0,9.0,9,0.2857142857142857,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1951,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,75,13,0,2,978,25,1,39.12,7,0.04,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1983,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,43,13,0,2,410,16,0,25.625,10,0.125,21,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1960,47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,66,13,1,2,72,7,0,10.285714285714286,10,0.2857142857142857,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1959,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,67,12,1,2,55,7,0,7.857142857142857,8,0.2857142857142857,13,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1979,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,47,13,1,3,1169,27,0,43.2962962962963,14,0.07407407407407407,32,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1945,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,81,13,0,2,1120,16,0,70.0,10,0.0625,20,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1959,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,67,12,0,2,1097,20,1,54.85,4,0.05,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1979,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,47,13,1,3,29,5,0,5.8,6,0.2,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1964,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,62,13,2,4,187,13,0,14.384615384615385,11,0.3076923076923077,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1969,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,57,13,2,4,910,26,0,35.0,12,0.15384615384615385,32,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1978,38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,48,14,1,2,145,9,0,16.11111111111111,10,0.2222222222222222,16,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1960,89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,66,14,0,2,850,14,0,60.714285714285715,7,0.07142857142857142,16,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
