Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Average_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Customer_Activity_Level,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Preferred_Shopping_Channel_Store,Preferred_Shopping_Channel_Web,Product_Preference_Fruit,Product_Preference_Gold,Product_Preference_Meat,Product_Preference_Sweet,Product_Preference_Wine
1970,67353.0,0,1,37,6.555356891810665,2.8903717578961645,5.0238805208462765,0.0,2.1972245773362196,3.58351893845611,1.791759469228055,1.791759469228055,1.9459101490553132,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,13,1,3,913,28,0.0,3.5147386294101755,7,0.17857142857142858,30,0.0,0,0.0,0.6931471805599453,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1976,23718.0,1,0,76,1.9459101490553132,1.3862943611198906,2.70805020110221,2.772588722239781,2.0794415416798357,3.6109179126442243,1.3862943611198906,1.3862943611198906,0.6931471805599453,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,13,1,3,81,9,0.0,2.302585092994046,10,0.3333333333333333,16,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0
1973,42429.0,0,1,99,4.02535169073515,0.0,1.9459101490553132,1.0986122886681098,0.0,1.6094379124341003,1.0986122886681098,0.6931471805599453,0.6931471805599453,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,12,1,2,67,7,0.0,2.3581549441488563,6,0.2857142857142857,12,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1943,48948.0,0,0,53,6.082218910376446,2.1972245773362196,5.332718793265369,5.081404364984463,3.912023005428146,3.7612001156935624,1.0986122886681098,2.0794415416798357,2.3978952727983707,5,6,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,83,13,0,1,902,24,1.0986122886681098,3.6528204042982337,13,0.08333333333333333,30,0.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1
1980,80011.0,0,1,3,6.045005314036012,4.343805421853684,6.285998094508865,4.418840607796598,5.187385805840755,4.634728988229636,1.0986122886681098,2.1972245773362196,1.9459101490553132,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,13,1,3,1395,21,0.0,4.211068836530242,12,0.09523809523809523,25,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0
1985,20559.0,1,0,88,2.6390573296152584,0.6931471805599453,3.4011973816621555,1.3862943611198906,0.0,2.0794415416798357,1.0986122886681098,1.0986122886681098,0.0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,13,1,3,53,7,0.0,2.1484344131667874,10,0.2857142857142857,15,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0.0,0
1957,21994.0,0,1,4,2.302585092994046,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,14,1,3,22,4,0.0,1.8718021769015913,5,0.25,9,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.6931471805599453,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1959,,0,0,80,4.406719247264253,2.4849066497880004,3.9318256327243257,1.3862943611198906,1.0986122886681098,3.6888794541139363,0.6931471805599453,0.6931471805599453,1.3862943611198906,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,13,0,1,186,9,0.0,3.0757749812275277,3,0.1111111111111111,11,0.0,0,0.0,0.6931471805599453,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1975,7500.0,1,0,19,1.3862943611198906,0.6931471805599453,2.3978952727983707,1.3862943611198906,1.0986122886681098,2.5649493574615367,1.3862943611198906,1.0986122886681098,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,13,1,3,31,8,0.0,1.5841201044498106,7,0.375,13,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6931471805599453,0.0,0.0,0
1976,79941.0,0,0,72,4.820281565605037,5.10594547390058,5.58724865840025,5.429345628954441,3.4339872044851463,5.1647859739235145,0.6931471805599453,1.0986122886681098,1.6094379124341003,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,12,0,1,984,16,0.0,4.135166556742356,3,0.0625,17,0.0,1,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0.0,0
1996,7500.0,0,0,24,1.3862943611198906,2.9444389791664403,2.70805020110221,2.772588722239781,3.1354942159291497,3.9318256327243257,1.3862943611198906,1.3862943611198906,0.6931471805599453,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,30,14,0,2,122,10,0.6931471805599453,2.580216829592325,12,0.3,19,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0
1968,41728.0,1,0,92,2.6390573296152584,1.9459101490553132,2.772588722239781,1.3862943611198906,1.791759469228055,2.6390573296152584,0.6931471805599453,1.0986122886681098,0.0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,13,1,3,55,5,0.0,2.4849066497880004,12,0.2,15,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.6931471805599453,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0
1951,,2,1,96,3.8918202981106265,1.791759469228055,3.8918202981106265,1.9459101490553132,2.3978952727983707,2.0794415416798357,1.3862943611198906,1.0986122886681098,0.6931471805599453,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,12,3,4,124,10,0.0,2.5952547069568657,8,0.3,16,0.0,1,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1954,72550.0,1,1,39,6.717804695023691,3.9318256327243257,5.762051382780177,3.9318256327243257,3.6635616461296463,3.6635616461296463,2.302585092994046,1.791759469228055,1.0986122886681098,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,14,2,4,1319,28,0.0,3.87343066623516,13,0.32142857142857145,36,0.0,0,0.0,0.6931471805599453,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1957,65486.0,0,1,29,5.5053315359323625,2.995732273553991,4.836281906951478,3.6375861597263857,4.219507705176107,2.70805020110221,0.6931471805599453,1.6094379124341003,1.0986122886681098,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,1,2,507,17,0.0,3.4282783402648263,6,0.058823529411764705,19,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6931471805599453,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1964,79143.0,0,0,2,6.478509642208569,3.6375861597263857,6.660575149839686,3.332204510175204,5.123963979403259,3.4965075614664802,0.6931471805599453,1.9459101490553132,2.302585092994046,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,14,0,2,1693,29,0.0,4.083945855001202,9,0.034482758620689655,32,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0.0,0
1977,35790.0,1,0,54,2.5649493574615367,1.9459101490553132,3.044522437723423,3.4339872044851463,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,13,1,2,72,7,0.0,2.423537703411708,9,0.2857142857142857,14,0.0,1,0.0,0.0,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0
1977,82582.0,0,0,54,6.236369590203704,4.795790545596741,6.311734809152915,5.056245805348308,3.713572066704308,5.488937726156687,0.6931471805599453,1.6094379124341003,2.302585092994046,7,1,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,49,12,0,1,1617,21,1.3862943611198906,4.356708826689592,5,0.047619047619047616,22,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,0
1978,66373.0,1,1,57,5.796057750765372,2.302585092994046,4.8283137373023015,2.5649493574615367,3.2188758248682006,4.700480365792417,2.0794415416798357,1.6094379124341003,1.0986122886681098,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,13,2,4,606,23,0.0,3.308637040771291,7,0.30434782608695654,26,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1955,82384.0,0,0,55,6.892641641172089,3.9512437185814275,6.07073772800249,5.198497031265826,4.795790545596741,5.25227342804663,0.6931471805599453,1.3862943611198906,2.3978952727983707,13,1,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,71,14,0,2,1957,27,1.0986122886681098,4.297033421840489,4,0.037037037037037035,28,0.0,0,0.6931471805599453,0.0,0.0,0.0,0,0.0,0.6931471805599453,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
